antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'酸奶', '热带水果'})",frozenset({'全脂牛奶'}),0.029283172343670564,0.25551601423487547,0.015149974580579562,0.517361111111111,2.0247698081089442,0.007667655099171922,1.5425279705061572,0.5213844891715518
"frozenset({'其他蔬菜', '酸奶'})",frozenset({'全脂牛奶'}),0.04341637010676157,0.25551601423487547,0.02226741230299949,0.5128805620608898,2.0072345116867694,0.01117383446077358,1.528339720777443,0.5245773537725591
"frozenset({'酸奶油', '其他蔬菜'})",frozenset({'全脂牛奶'}),0.02887646161667514,0.25551601423487547,0.014641586171835282,0.5070422535211268,1.9843854211620697,0.007263187794336082,1.5102389425521097,0.5108162030735582
"frozenset({'根茎类蔬菜', '面包卷'})",frozenset({'其他蔬菜'}),0.024300965937976614,0.1934926283680732,0.012201321809862735,0.502092050209205,2.5948898128258175,0.0074992640386406205,1.61979211613471,0.6299352160622481
"frozenset({'根茎类蔬菜', '酸奶'})",frozenset({'其他蔬菜'}),0.025826131164209457,0.1934926283680732,0.012913065582104729,0.5,2.5840777719390435,0.007915899582563234,1.6130147432638535,0.6292662561319278
"frozenset({'其他蔬菜', '水果/蔬菜汁'})",frozenset({'全脂牛奶'}),0.021047280122013217,0.25551601423487547,0.01047280122013218,0.4975845410628019,1.9473712540201578,0.00509488409287044,1.4818094716671228,0.4969466079920619
frozenset({'黄油'}),frozenset({'全脂牛奶'}),0.05541433655312659,0.25551601423487547,0.02755465175394001,0.4972477064220184,1.9460530014566455,0.013395401346415137,1.4808166870145727,0.5146588602592161
frozenset({'凝乳'}),frozenset({'全脂牛奶'}),0.05327910523640061,0.25551601423487547,0.026131164209456024,0.4904580152671756,1.9194805332879712,0.012517499597450459,1.4610846761832408,0.5059840939568988
"frozenset({'酸奶油', '酸奶'})",frozenset({'其他蔬菜'}),0.02074224707676665,0.1934926283680732,0.010167768174885612,0.4901960784313725,2.5334095803323953,0.006154296269742049,1.5819952289703176,0.6180957325303705
"frozenset({'其他蔬菜', '根茎类蔬菜'})",frozenset({'全脂牛奶'}),0.047381799694966954,0.25551601423487547,0.023182511438739197,0.4892703862660944,1.9148325702057454,0.011075702833406004,1.4576871317922186,0.5015242503740406
"frozenset({'其他蔬菜', '热带水果'})",frozenset({'全脂牛奶'}),0.035892221657346214,0.25551601423487547,0.01708185053380783,0.47592067988668557,1.862586504849006,0.00791081311388805,1.4205559295950754,0.48035312521971446
"frozenset({'柑橘类水果', '酸奶'})",frozenset({'全脂牛奶'}),0.021657346212506354,0.25551601423487547,0.010269445856634469,0.47417840375586856,1.855767847568232,0.004735647073510069,1.4158490086426028,0.47134763362014853
"frozenset({'根茎类蔬菜', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.048906964921199794,0.1934926283680732,0.023182511438739197,0.47401247401247404,2.4497701954349353,0.013719374250631092,1.5333203389523984,0.6222298181845463
frozenset({'本地蛋类'}),frozenset({'全脂牛奶'}),0.06344687341128623,0.25551601423487547,0.029994916115912557,0.47275641025641024,1.8502026640954214,0.013783223906196004,1.4120304167703273,0.4906488005314205
"frozenset({'其他蔬菜', '猪肉'})",frozenset({'全脂牛奶'}),0.021657346212506354,0.25551601423487547,0.010167768174885612,0.4694835680751174,1.837393908483398,0.004633969391761212,1.4033193713979781,0.4658397422573268
"frozenset({'其他蔬菜', '糕点'})",frozenset({'全脂牛奶'}),0.02257244534824606,0.25551601423487547,0.010574478901881037,0.46846846846846846,1.8334211648974879,0.004806857634962648,1.400639363049641,0.46506933719562443
frozenset({'洋葱'}),frozenset({'其他蔬菜'}),0.031011692933401117,0.1934926283680732,0.014234875444839857,0.45901639344262296,2.372268118501417,0.008234341469012472,1.4908166566529557,0.5969757157847398
"frozenset({'猪肉', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.022165734621250637,0.1934926283680732,0.010167768174885612,0.45871559633027514,2.370713552237654,0.0058788619233106285,1.4899881950488136,0.5912925028595195
"frozenset({'酸奶油', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.032231825114387394,0.1934926283680732,0.014641586171835282,0.4542586750788643,2.3476794899635474,0.008404965613352394,1.4778198659382702,0.5931663106161426
"frozenset({'面包卷', '酸奶'})",frozenset({'全脂牛奶'}),0.03436705643111337,0.25551601423487547,0.015556685307574987,0.45266272189349116,1.7715630202238302,0.006775352027311856,1.360192363181687,0.4510271905610372
"frozenset({'其他蔬菜', '柑橘类水果'})",frozenset({'全脂牛奶'}),0.02887646161667514,0.25551601423487547,0.013014743263853584,0.45070422535211263,1.7638981521440618,0.005636344886354384,1.3553426407518934,0.4459513401738037
frozenset({'酸奶油'}),frozenset({'全脂牛奶'}),0.07168276563294357,0.25551601423487547,0.032231825114387394,0.449645390070922,1.759754242478121,0.013915730550524943,1.3527350772278683,0.46507682580047743
"frozenset({'全脂牛奶', '仁果类水果'})",frozenset({'其他蔬菜'}),0.030096593797661414,0.1934926283680732,0.013523131672597865,0.44932432432432434,2.3221779977560324,0.007699662633762108,1.4645778036996953,0.5870376223607556
frozenset({'根茎类蔬菜'}),frozenset({'全脂牛奶'}),0.10899847483477376,0.25551601423487547,0.048906964921199794,0.44869402985074625,1.7560309524799398,0.021056109073738026,1.3504007322169433,0.48320226581096143
"frozenset({'面包卷', '热带水果'})",frozenset({'全脂牛奶'}),0.024605998983223184,0.25551601423487547,0.010981189628876462,0.4462809917355372,1.7465871682128962,0.004693962842415875,1.3445158548892548,0.4382381443259165
frozenset({'糖'}),frozenset({'全脂牛奶'}),0.03385866802236909,0.25551601423487547,0.015048296898830707,0.4444444444444445,1.7393995666976168,0.006396864998453124,1.340071174377224,0.43998631866975374
frozenset({'汉堡肉'}),frozenset({'全脂牛奶'}),0.033248601931875954,0.25551601423487547,0.014743263853584139,0.4434250764525994,1.7354101181501451,0.006247713609069214,1.3376168315670094,0.4383415780540524
frozenset({'火腿'}),frozenset({'全脂牛奶'}),0.026029486527707167,0.25551601423487547,0.011489578037620742,0.44140625,1.7275091399721447,0.004838627387480619,1.332782519971132,0.4323866644124731
frozenset({'切片奶酪'}),frozenset({'全脂牛奶'}),0.024504321301474327,0.25551601423487547,0.010777834265378749,0.4398340248962655,1.7213560027277242,0.004516587754895272,1.3290417819955187,0.4295894446607745
frozenset({'根茎类蔬菜'}),frozenset({'其他蔬菜'}),0.10899847483477376,0.1934926283680732,0.047381799694966954,0.43470149253731344,2.2466049285887952,0.026291398311075295,1.4266929082333752,0.6227642658681474
"frozenset({'其他蔬菜', '瓶装水'})",frozenset({'全脂牛奶'}),0.024809354346720894,0.25551601423487547,0.010777834265378749,0.4344262295081967,1.7001917895794327,0.004438646926963943,1.316334003816597,0.4223082567580062
"frozenset({'柑橘类水果', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.030503304524656837,0.1934926283680732,0.013014743263853584,0.42666666666666664,2.2050796987213173,0.007112578697465992,1.4066989040091744,0.5636962506554798
"frozenset({'其他蔬菜', '苏打'})",frozenset({'全脂牛奶'}),0.032740213523131674,0.25551601423487547,0.013929842399593289,0.42546583850931674,1.6651239640824234,0.005564193534963914,1.2958045590074059,0.4129646637985207
frozenset({'冷冻蔬菜'}),frozenset({'全脂牛奶'}),0.04809354346720895,0.25551601423487547,0.02043721403152008,0.4249471458773784,1.6630939831691272,0.008148543494347116,1.2946357546577347,0.418855306887906
"frozenset({'酸奶', '热带水果'})",frozenset({'其他蔬菜'}),0.029283172343670564,0.1934926283680732,0.012302999491611592,0.4201388888888889,2.171343127809891,0.006636921507879504,1.390863012155658,0.5557290724358913
"frozenset({'其他蔬菜', '面包卷'})",frozenset({'全脂牛奶'}),0.042602948652770714,0.25551601423487547,0.017895271987798677,0.4200477326968974,1.6439193995519241,0.007009536353389646,1.2836987244262847,0.4091277178110758
frozenset({'鸡'}),frozenset({'其他蔬菜'}),0.04290798169801729,0.1934926283680732,0.017895271987798677,0.4170616113744075,2.1554392789633723,0.009592893831080132,1.383520775726313,0.5600897694677572
"frozenset({'黄油', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.02755465175394001,0.1934926283680732,0.011489578037620742,0.4169741697416974,2.154987367004516,0.006157956045983951,1.3833132766598235,0.5511468153066625
frozenset({'汉堡肉'}),frozenset({'其他蔬菜'}),0.033248601931875954,0.1934926283680732,0.013828164717844434,0.41590214067278286,2.149446954028807,0.0073948053404819586,1.3807744006473301,0.5531557017001163
frozenset({'奶油乳酪'}),frozenset({'全脂牛奶'}),0.03965429588205389,0.25551601423487547,0.016471784443314694,0.41538461538461546,1.6256695950289266,0.006339476812241849,1.2734594493350817,0.40076073956433933
frozenset({'酪'}),frozenset({'全脂牛奶'}),0.027961362480935434,0.25551601423487547,0.011591255719369599,0.41454545454545455,1.622385414028868,0.004446679825664388,1.271634137176455,0.3946588490053586
frozenset({'人造黄油'}),frozenset({'全脂牛奶'}),0.05856634468734113,0.25551601423487547,0.024199288256227757,0.4131944444444444,1.6170980346641903,0.009234649293412478,1.2687064372802122,0.40534805562791043
frozenset({'硬奶酪'}),frozenset({'全脂牛奶'}),0.024504321301474327,0.25551601423487547,0.010066090493136757,0.4107883817427386,1.6076815497174028,0.0038048439826532804,1.263525637812641,0.38748123300968823
"frozenset({'本地蛋类', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.029994916115912557,0.1934926283680732,0.012302999491611592,0.41016949152542376,2.119819731556775,0.006499204334663794,1.3673544519047034,0.5445969125214408
frozenset({'鸡'}),frozenset({'全脂牛奶'}),0.04290798169801729,0.25551601423487547,0.01759023894255211,0.4099526066350711,1.6044106192821026,0.00662656248021175,1.2617359116180025,0.3936070457226477
frozenset({'白面包'}),frozenset({'全脂牛奶'}),0.042094560244026434,0.25551601423487547,0.01708185053380783,0.4057971014492754,1.5881474304630414,0.006326016279284349,1.252912073604722,0.38660970173017734
frozenset({'牛肉'}),frozenset({'全脂牛奶'}),0.05246568378240976,0.25551601423487547,0.02125063548551093,0.4050387596899225,1.5851795469758803,0.007844813081322243,1.2513151031101117,0.389597113680904
"frozenset({'全脂牛奶', '热带水果'})",frozenset({'其他蔬菜'}),0.04229791560752415,0.1934926283680732,0.01708185053380783,0.4038461538461539,2.087139738873843,0.008897515668417037,1.3528510749954903,0.5438804038443067
frozenset({'热带水果'}),frozenset({'全脂牛奶'}),0.10493136756481952,0.25551601423487547,0.04229791560752415,0.40310077519379844,1.5775949558420244,0.015486270799146773,1.2472523917363776,0.4090454303165878
frozenset({'酸奶油'}),frozenset({'其他蔬菜'}),0.07168276563294357,0.1934926283680732,0.02887646161667514,0.40283687943262414,2.081923651718265,0.0150063748856643,1.3505646009513264,0.5598032334202366
frozenset({'油'}),frozenset({'全脂牛奶'}),0.02806304016268429,0.25551601423487547,0.01128622267412303,0.40217391304347827,1.57396754269105,0.004115666504440709,1.2453186670980265,0.3751919091389747
frozenset({'酸奶'}),frozenset({'全脂牛奶'}),0.13950177935943062,0.25551601423487547,0.05602440264361973,0.40160349854227406,1.5717351405345266,0.020379464003024997,1.244131581570951,0.4227324107307714
frozenset({'仁果类水果'}),frozenset({'全脂牛奶'}),0.07564819522114896,0.25551601423487547,0.030096593797661414,0.3978494623655914,1.5570431605115762,0.010767268470691677,1.2363751906456533,0.38703558910356833
"frozenset({'全脂牛奶', '酸奶'})",frozenset({'其他蔬菜'}),0.05602440264361973,0.1934926283680732,0.02226741230299949,0.39745916515426494,2.0541307878571704,0.01142710338273428,1.3385107282204567,0.5436327830666595
"frozenset({'全脂牛奶', '水果/蔬菜汁'})",frozenset({'其他蔬菜'}),0.026639552618200304,0.1934926283680732,0.01047280122013218,0.3931297709923664,2.0317558054177214,0.005318244165487017,1.3289618325004078,0.5217130704377908
frozenset({'洋葱'}),frozenset({'全脂牛奶'}),0.031011692933401117,0.25551601423487547,0.012099644128113879,0.3901639344262295,1.5269647015845471,0.0041756599550953725,1.220793632571844,0.35615085488550086
frozenset({'卫生用品'}),frozenset({'全脂牛奶'}),0.03294356888662939,0.25551601423487547,0.012811387900355872,0.38888888888888884,1.5219746208604144,0.004393778483772277,1.2182465221611127,0.35464199348123215
frozenset({'黑面包'}),frozenset({'全脂牛奶'}),0.06487036095577021,0.25551601423487547,0.02521606507371632,0.3887147335423197,1.5212930379581036,0.00864064900032023,1.2178994433798704,0.36643523308792836
frozenset({'其他蔬菜'}),frozenset({'全脂牛奶'}),0.1934926283680732,0.25551601423487547,0.07483477376715811,0.38675775091960063,1.5136340948246207,0.025394308582718045,1.2140128748166512,0.4207504618057839
"frozenset({'全脂牛奶', '凝乳'})",frozenset({'酸奶'}),0.026131164209456024,0.13950177935943062,0.010066090493136757,0.3852140077821012,2.761355514968633,0.0064207465891841725,1.3996711563583943,0.6549742570832569
frozenset({'猪肉'}),frozenset({'全脂牛奶'}),0.05765124555160142,0.25551601423487547,0.022165734621250637,0.3844797178130512,1.504718672778097,0.007434918142229347,1.2095198278762913,0.35594459380803234
"frozenset({'苏打', '酸奶'})",frozenset({'全脂牛奶'}),0.027351296390442297,0.25551601423487547,0.01047280122013218,0.38289962825278806,1.4985347568110507,0.003484106982289628,1.2064228444025211,0.3420366224228608
"frozenset({'其他蔬菜', '香肠'})",frozenset({'全脂牛奶'}),0.026944585663446874,0.25551601423487547,0.010167768174885612,0.3773584905660377,1.4768486887055234,0.0032829950409514986,1.1956864013803514,0.3318234064785788
frozenset({'餐巾'}),frozenset({'全脂牛奶'}),0.05236400610066091,0.25551601423487547,0.019725470259278087,0.37669902912621356,1.4742677880844848,0.006345628131066509,1.1944213478786265,0.33947336401044187
frozenset({'牛肉'}),frozenset({'其他蔬菜'}),0.05246568378240976,0.1934926283680732,0.019725470259278087,0.37596899224806196,1.943066231613079,0.009573747205091429,1.2924155396337709,0.5122236689702779
frozenset({'猪肉'}),frozenset({'其他蔬菜'}),0.05765124555160142,0.1934926283680732,0.021657346212506354,0.37566137566137564,1.9414764212452071,0.010502255182033807,1.2917787562579164,0.5145951236117612
frozenset({'糕点'}),frozenset({'全脂牛奶'}),0.08896797153024912,0.25551601423487547,0.033248601931875954,0.3737142857142857,1.4625865499403103,0.010515860451904824,1.188728991869496,0.3471664755351681
frozenset({'酪'}),frozenset({'其他蔬菜'}),0.027961362480935434,0.1934926283680732,0.010371123538383325,0.3709090909090909,1.9169158744565995,0.0049608060191946995,1.2820203884322534,0.4920881532529329
frozenset({'冷冻蔬菜'}),frozenset({'其他蔬菜'}),0.04809354346720895,0.1934926283680732,0.017793594306049824,0.3699788583509514,1.912108287904155,0.008487848173045388,1.2801274724224878,0.5011175878170111
frozenset({'甜点'}),frozenset({'全脂牛奶'}),0.03711235383833249,0.25551601423487547,0.013726487036095577,0.3698630136986301,1.4475140229709618,0.004243686304450479,1.1814637165403061,0.32107630333607096
frozenset({'柑橘类水果'}),frozenset({'全脂牛奶'}),0.08276563294356888,0.25551601423487547,0.030503304524656837,0.36855036855036855,1.4423767905662055,0.009355359879289413,1.179007712865392,0.3343746073975538
frozenset({'水果/蔬菜汁'}),frozenset({'全脂牛奶'}),0.0722928317234367,0.25551601423487547,0.026639552618200304,0.36849507735583686,1.4421604002366317,0.008167576398475197,1.1789044852539055,0.3304877497816346
frozenset({'黄油'}),frozenset({'其他蔬菜'}),0.05541433655312659,0.1934926283680732,0.020030503304524657,0.3614678899082569,1.868122279163272,0.0093082376755872,1.2630647055729887,0.49196505166299664
frozenset({'长面包'}),frozenset({'全脂牛奶'}),0.037417386883579054,0.25551601423487547,0.013523131672597865,0.36141304347826086,1.414443805256146,0.003962390113021437,1.165830241538578,0.3043981031060804
"frozenset({'其他蔬菜', '柑橘类水果'})",frozenset({'根茎类蔬菜'}),0.02887646161667514,0.10899847483477376,0.010371123538383325,0.3591549295774648,3.295045459323103,0.007223633263540849,1.3903540282798035,0.7172249697701297
"frozenset({'全脂牛奶', '热带水果'})",frozenset({'酸奶'}),0.04229791560752415,0.13950177935943062,0.015149974580579562,0.3581730769230769,2.5675161891679745,0.009249340090134912,1.3407013475148946,0.6374827120107793
frozenset({'莓果'}),frozenset({'全脂牛奶'}),0.033248601931875954,0.25551601423487547,0.01179461108286731,0.3547400611620795,1.3883280945201162,0.0032990608383523853,1.1537737599298374,0.289328949849854
"frozenset({'酸奶油', '其他蔬菜'})",frozenset({'酸奶'}),0.02887646161667514,0.13950177935943062,0.010167768174885612,0.352112676056338,2.524073009485484,0.0061394503977551295,1.3281602970756614,0.6217694482253167
frozenset({'本地蛋类'}),frozenset({'其他蔬菜'}),0.06344687341128623,0.1934926283680732,0.02226741230299949,0.35096153846153844,1.8138238206879824,0.0099909100049133,1.2426187651810428,0.4790743051414107
frozenset({'柑橘类水果'}),frozenset({'其他蔬菜'}),0.08276563294356888,0.1934926283680732,0.02887646161667514,0.34889434889434895,1.8031402634660652,0.01286192175987681,1.2386735858648839,0.48560323252005105
frozenset({'冷冻热狗肠'}),frozenset({'全脂牛奶'}),0.058973055414336555,0.25551601423487547,0.020538891713268937,0.3482758620689655,1.3630294880414944,0.0054703316465452186,1.1423299252480745,0.283031382554787
"frozenset({'苏打', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.040061006609049314,0.1934926283680732,0.013929842399593289,0.3477157360406091,1.7970490089119235,0.0061783329357375846,1.236435425770347,0.46204201738495776
frozenset({'奶油乳酪'}),frozenset({'其他蔬菜'}),0.03965429588205389,0.1934926283680732,0.013726487036095577,0.34615384615384615,1.7889769190347224,0.006053673099791709,1.2334818624958879,0.45923180989353574
frozenset({'仁果类水果'}),frozenset({'其他蔬菜'}),0.07564819522114896,0.1934926283680732,0.026131164209456024,0.3454301075268817,1.7852365252374574,0.011493796084814796,1.2321180379756747,0.47584710923318785
"frozenset({'其他蔬菜', '热带水果'})",frozenset({'根茎类蔬菜'}),0.035892221657346214,0.10899847483477376,0.012302999491611592,0.34277620396600567,3.144779819035136,0.008390802072529218,1.355704906824676,0.7074029784140807
"frozenset({'其他蔬菜', '热带水果'})",frozenset({'酸奶'}),0.035892221657346214,0.13950177935943062,0.012302999491611592,0.34277620396600567,2.4571457478175405,0.007295970705248703,1.30929255123328,0.615101078860163
frozenset({'报纸'}),frozenset({'全脂牛奶'}),0.07981698017285206,0.25551601423487547,0.027351296390442297,0.34267515923566877,1.3411103028582578,0.0069567797484110586,1.1325967612899666,0.2764115097866047
frozenset({'热带水果'}),frozenset({'其他蔬菜'}),0.10493136756481952,0.1934926283680732,0.035892221657346214,0.34205426356589147,1.7677896385551983,0.015588775548972898,1.2257961819206897,0.4852385823915939
"frozenset({'全脂牛奶', '香肠'})",frozenset({'其他蔬菜'}),0.0298932384341637,0.1934926283680732,0.010167768174885612,0.3401360544217687,1.7578760353326826,0.004383646899825772,1.2222328209267344,0.44441672780630953
"frozenset({'酸奶油', '全脂牛奶'})",frozenset({'酸奶'}),0.032231825114387394,0.13950177935943062,0.010879511947127605,0.3375394321766561,2.419606643919397,0.00638311499166858,1.2989425521098117,0.6062502332030014
frozenset({'人造黄油'}),frozenset({'其他蔬菜'}),0.05856634468734113,0.1934926283680732,0.019725470259278087,0.3368055555555555,1.7406634991533834,0.00839331429181391,1.2160948849737954,0.45197706772903035
"frozenset({'柑橘类水果', '全脂牛奶'})",frozenset({'酸奶'}),0.030503304524656837,0.13950177935943062,0.010269445856634469,0.33666666666666667,2.4133503401360543,0.006014180599102269,1.2972334984531195,0.60406423442554
frozenset({'巧克力'}),frozenset({'全脂牛奶'}),0.04961870869344179,0.25551601423487547,0.016675139806812404,0.3360655737704918,1.3152427051463536,0.003996765129982793,1.121321558806731,0.25219778355909156
"frozenset({'面包卷', '酸奶'})",frozenset({'其他蔬菜'}),0.03436705643111337,0.1934926283680732,0.011489578037620742,0.334319526627219,1.7278153149651596,0.004839805959490723,1.2115532960515167,0.4362262512335056
frozenset({'牛肉'}),frozenset({'根茎类蔬菜'}),0.05246568378240976,0.10899847483477376,0.017386883579054397,0.3313953488372093,3.0403668431100312,0.011668204065608208,1.3326283680732078,0.7082512053284838
frozenset({'威化饼'}),frozenset({'全脂牛奶'}),0.038434163701067614,0.25551601423487547,0.012709710218607015,0.3306878306878307,1.294196106173822,0.002889165899259489,1.11231204197319,0.23640562546262023
frozenset({'白面包'}),frozenset({'其他蔬菜'}),0.042094560244026434,0.1934926283680732,0.013726487036095577,0.32608695652173914,1.6852681121341588,0.005581499934480701,1.196752874034472,0.4244913844956304
frozenset({'冷冻热狗肠'}),frozenset({'面包卷'}),0.058973055414336555,0.18393492628368074,0.019217081850533807,0.3258620689655172,1.7716160576428202,0.008369877250174393,1.2105313113950515,0.46283862005093757
frozenset({'香肠'}),frozenset({'面包卷'}),0.09395017793594305,0.18393492628368074,0.030604982206405694,0.3257575757575758,1.7710479588589043,0.013324263153419318,1.210343704837687,0.4805061943299762
frozenset({'凝乳'}),frozenset({'酸奶'}),0.05327910523640061,0.13950177935943062,0.01728520589730554,0.3244274809160305,2.325615360648076,0.009852675914149298,1.2737318294227638,0.6020848206106628
frozenset({'凝乳'}),frozenset({'其他蔬菜'}),0.05327910523640061,0.1934926283680732,0.017183528215556684,0.32251908396946566,1.6668287918232763,0.006874414106266357,1.1904503175637453,0.4225726521852692
frozenset({'咖啡'}),frozenset({'全脂牛奶'}),0.05805795627859685,0.25551601423487547,0.018708693441789527,0.3222416812609457,1.261140841703701,0.0038739558588597976,1.098450531968698,0.21983003397912437
frozenset({'糖'}),frozenset({'其他蔬菜'}),0.03385866802236909,0.1934926283680732,0.010777834265378749,0.3183183183183183,1.6451185815347664,0.0042264315966885225,1.183114338120844,0.4058837662776059
frozenset({'香肠'}),frozenset({'全脂牛奶'}),0.09395017793594305,0.25551601423487547,0.0298932384341637,0.3181818181818182,1.2452519625221574,0.005887463431314192,1.0919098457888492,0.21737178767815055
frozenset({'莓果'}),frozenset({'酸奶'}),0.033248601931875954,0.13950177935943062,0.010574478901881037,0.3180428134556575,2.279847718904075,0.005936239771170939,1.2618068078451397,0.5806810459208439
"frozenset({'全脂牛奶', '糕点'})",frozenset({'其他蔬菜'}),0.033248601931875954,0.1934926283680732,0.010574478901881037,0.3180428134556575,1.6436947295514406,0.004141119524518562,1.182636370061166,0.4050829665706611
"frozenset({'全脂牛奶', '面包卷'})",frozenset({'其他蔬菜'}),0.05663446873411286,0.1934926283680732,0.017895271987798677,0.31597845601436264,1.6330258091966665,0.006936919776205716,1.1790672073464126,0.41091156499245524
"frozenset({'全脂牛奶', '瓶装水'})",frozenset({'其他蔬菜'}),0.03436705643111337,0.1934926283680732,0.010777834265378749,0.3136094674556213,1.6207825078434237,0.00412806218724873,1.174997808670652,0.3966456140072039
frozenset({'奶油乳酪'}),frozenset({'酸奶'}),0.03965429588205389,0.13950177935943062,0.012404677173360447,0.3128205128205128,2.2424123495552064,0.006872832338568588,1.2522175598873957,0.5769294188095011
frozenset({'甜点'}),frozenset({'其他蔬菜'}),0.03711235383833249,0.1934926283680732,0.011591255719369599,0.31232876712328766,1.6141636493208271,0.004410288830264696,1.1728095244846743,0.39514903944126417
frozenset({'酸奶'}),frozenset({'其他蔬菜'}),0.13950177935943062,0.1934926283680732,0.04341637010676157,0.3112244897959184,1.6084565723294046,0.016423804156482313,1.1709292210359827,0.43961274051173577
frozenset({'瓶装水'}),frozenset({'全脂牛奶'}),0.11052364006100661,0.25551601423487547,0.03436705643111337,0.31094756209751606,1.2169396232507244,0.0061264964439949506,1.0804460514375038,0.20041740732623908
"frozenset({'其他蔬菜', '全脂牛奶'})",frozenset({'根茎类蔬菜'}),0.07483477376715811,0.10899847483477376,0.023182511438739197,0.30978260869565216,2.84208204899416,0.015025635233513626,1.2908998474834772,0.7005724554269507
frozenset({'莓果'}),frozenset({'其他蔬菜'}),0.033248601931875954,0.1934926283680732,0.010269445856634469,0.308868501529052,1.5962804585066874,0.0038360864792719935,1.166937657184248,0.38639061634392297
frozenset({'面包卷'}),frozenset({'全脂牛奶'}),0.18393492628368074,0.25551601423487547,0.05663446873411286,0.30790491984521834,1.2050317893663836,0.009636149491521126,1.0756961104226122,0.2084960861043618
"frozenset({'其他蔬菜', '全脂牛奶'})",frozenset({'酸奶'}),0.07483477376715811,0.13950177935943062,0.02226741230299949,0.2975543478260869,2.132978870896184,0.011827828204520493,1.225003269615975,0.5741375563876003
"frozenset({'其他蔬菜', '酸奶'})",frozenset({'根茎类蔬菜'}),0.04341637010676157,0.10899847483477376,0.012913065582104729,0.297423887587822,2.728697700024468,0.008180747457605653,1.2681921708185053,0.6622785433070866
"frozenset({'根茎类蔬菜', '全脂牛奶'})",frozenset({'酸奶'}),0.048906964921199794,0.13950177935943062,0.014539908490086425,0.2972972972972973,2.1311362382790953,0.007717299860509798,1.2245551601423488,0.5580597508115147
frozenset({'咸点心'}),frozenset({'全脂牛奶'}),0.03782409761057448,0.25551601423487547,0.011184544992374174,0.29569892473118276,1.1572618084883335,0.0015198823288893049,1.0570535981092608,0.1412333202040481
frozenset({'全脂牛奶'}),frozenset({'其他蔬菜'}),0.25551601423487547,0.1934926283680732,0.07483477376715811,0.2928770393951452,1.5136340948246205,0.025394308582718045,1.140547566072612,0.4558034229778036
frozenset({'水果/蔬菜汁'}),frozenset({'其他蔬菜'}),0.0722928317234367,0.1934926283680732,0.021047280122013217,0.2911392405063291,1.5046528798632406,0.007059150099674626,1.1377514706950396,0.3615309837409222
