antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'全脂牛奶', '酸奶油'})",frozenset({'酸奶'}),0.032231825114387394,0.13950177935943062,0.010879511947127605,0.3375394321766561,2.419606643919397,0.00638311499166858,1.2989425521098117
frozenset({'人造黄油'}),frozenset({'其他蔬菜'}),0.05856634468734113,0.1934926283680732,0.019725470259278087,0.3368055555555555,1.7406634991533834,0.00839331429181391,1.2160948849737954
"frozenset({'全脂牛奶', '柑橘类水果'})",frozenset({'酸奶'}),0.030503304524656837,0.13950177935943062,0.010269445856634469,0.33666666666666667,2.4133503401360543,0.006014180599102269,1.2972334984531195
frozenset({'巧克力'}),frozenset({'全脂牛奶'}),0.04961870869344179,0.25551601423487547,0.016675139806812404,0.3360655737704918,1.3152427051463536,0.003996765129982793,1.121321558806731
"frozenset({'面包卷', '酸奶'})",frozenset({'其他蔬菜'}),0.03436705643111337,0.1934926283680732,0.011489578037620742,0.334319526627219,1.7278153149651596,0.004839805959490723,1.2115532960515167
frozenset({'牛肉'}),frozenset({'根茎类蔬菜'}),0.05246568378240976,0.10899847483477376,0.017386883579054397,0.3313953488372093,3.0403668431100312,0.011668204065608208,1.3326283680732078
frozenset({'威化饼'}),frozenset({'全脂牛奶'}),0.038434163701067614,0.25551601423487547,0.012709710218607015,0.3306878306878307,1.294196106173822,0.002889165899259489,1.11231204197319
frozenset({'白面包'}),frozenset({'其他蔬菜'}),0.042094560244026434,0.1934926283680732,0.013726487036095577,0.32608695652173914,1.6852681121341588,0.005581499934480701,1.196752874034472
frozenset({'冷冻热狗肠'}),frozenset({'面包卷'}),0.058973055414336555,0.18393492628368074,0.019217081850533807,0.3258620689655172,1.7716160576428202,0.008369877250174393,1.2105313113950515
frozenset({'香肠'}),frozenset({'面包卷'}),0.09395017793594305,0.18393492628368074,0.030604982206405694,0.3257575757575758,1.7710479588589043,0.013324263153419318,1.210343704837687
frozenset({'凝乳'}),frozenset({'酸奶'}),0.05327910523640061,0.13950177935943062,0.01728520589730554,0.3244274809160305,2.325615360648076,0.009852675914149298,1.2737318294227638
frozenset({'凝乳'}),frozenset({'其他蔬菜'}),0.05327910523640061,0.1934926283680732,0.017183528215556684,0.32251908396946566,1.6668287918232763,0.006874414106266357,1.1904503175637453
frozenset({'咖啡'}),frozenset({'全脂牛奶'}),0.05805795627859685,0.25551601423487547,0.018708693441789527,0.3222416812609457,1.261140841703701,0.0038739558588597976,1.098450531968698
frozenset({'糖'}),frozenset({'其他蔬菜'}),0.03385866802236909,0.1934926283680732,0.010777834265378749,0.3183183183183183,1.6451185815347664,0.0042264315966885225,1.183114338120844
frozenset({'香肠'}),frozenset({'全脂牛奶'}),0.09395017793594305,0.25551601423487547,0.0298932384341637,0.3181818181818182,1.2452519625221574,0.005887463431314192,1.0919098457888492
"frozenset({'全脂牛奶', '糕点'})",frozenset({'其他蔬菜'}),0.033248601931875954,0.1934926283680732,0.010574478901881037,0.3180428134556575,1.6436947295514406,0.004141119524518562,1.182636370061166
frozenset({'莓果'}),frozenset({'酸奶'}),0.033248601931875954,0.13950177935943062,0.010574478901881037,0.3180428134556575,2.279847718904075,0.005936239771170939,1.2618068078451397
"frozenset({'面包卷', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.05663446873411286,0.1934926283680732,0.017895271987798677,0.31597845601436264,1.6330258091966665,0.006936919776205716,1.1790672073464126
"frozenset({'瓶装水', '全脂牛奶'})",frozenset({'其他蔬菜'}),0.03436705643111337,0.1934926283680732,0.010777834265378749,0.3136094674556213,1.6207825078434237,0.00412806218724873,1.174997808670652
frozenset({'奶油乳酪'}),frozenset({'酸奶'}),0.03965429588205389,0.13950177935943062,0.012404677173360447,0.3128205128205128,2.2424123495552064,0.006872832338568588,1.2522175598873957
frozenset({'甜点'}),frozenset({'其他蔬菜'}),0.03711235383833249,0.1934926283680732,0.011591255719369599,0.31232876712328766,1.6141636493208271,0.004410288830264696,1.1728095244846743
frozenset({'酸奶'}),frozenset({'其他蔬菜'}),0.13950177935943062,0.1934926283680732,0.04341637010676157,0.3112244897959184,1.6084565723294046,0.016423804156482313,1.1709292210359827
frozenset({'瓶装水'}),frozenset({'全脂牛奶'}),0.11052364006100661,0.25551601423487547,0.03436705643111337,0.31094756209751606,1.2169396232507244,0.0061264964439949506,1.0804460514375038
"frozenset({'全脂牛奶', '其他蔬菜'})",frozenset({'根茎类蔬菜'}),0.07483477376715811,0.10899847483477376,0.023182511438739197,0.30978260869565216,2.84208204899416,0.015025635233513626,1.2908998474834772
frozenset({'莓果'}),frozenset({'其他蔬菜'}),0.033248601931875954,0.1934926283680732,0.010269445856634469,0.308868501529052,1.5962804585066874,0.0038360864792719935,1.166937657184248
frozenset({'面包卷'}),frozenset({'全脂牛奶'}),0.18393492628368074,0.25551601423487547,0.05663446873411286,0.30790491984521834,1.2050317893663836,0.009636149491521126,1.0756961104226122
